Sample ID	Input Reads	Uniquely Mapped Reads
MO_1137-capt-SI_6232-D1RRKACXX	67930905	38303637
MO_1157-capt-SI_6474-C1M1KACXX	73522643	56587878
MO_1165-capt-SI_6570-D1RV8ACXX	58791548	46111810
MO_1165-capt-SI_6942-D27L3ACXX	93550551	80010188
MO_1181-capt-SI_6703-H77P1ADXX	44312081	36126123
MO_1245-capt-SI_7264-C25YAACXX	66483549	51908130
MO_1404-capt-SI_8974-C472MANXX	62332072	46814857
TP_2067-capt-SI_9229-C5N1HANXX	60766330	46903809
TP_2070-capt-SI_9607-C5MGWANXX	58874184	52778356
MO_1310-capt-SI_7950-C4DCWACXX	64320430	53702178
MO_1056-capt-SI_5164-C0MHHACXX	84581487	38108484
MO_1143-capt-SI_6343-D1R6AACXX	61530168	49503154
MO_1154-capt-SI_19906-CC5B7ANXX	48403275	45012341
MO_1234-capt-SI_13027-C8LK8ANXX	63420580	38559604
MO_1374-capt-SI_8694-C59JRACXX	74234	55032
MO_1379-capt-SI_8695-C59JRACXX	134145	102857
MO_1380-capt-SI_8696-C59JRACXX	151521	114795
MO_1381-capt-SI_8697-C59JRACXX	123929	96580
MO_1382-capt-SI_8698-C59JRACXX	53277	41770
MO_1386-capt-SI_21085-HG75GBCX2	46567375	44543298
MO_1498-capt-SI_14034-C8WDBANXX	75795076	57652374
MO_1526-capt-SI_15860-CA5GKANXX	49894754	46436411
MO_1538-capt-SI_12027-H53CCADXX	53338709	35990120
MO_1539-capt-SI_12028-H53CCADXX	63924297	42761281
MO_1545-capt-SI_12294-H523KADXX	61744355	34621854
MO_1546-capt-SI_12092-H53CLADXX	58336514	36731288
MO_1554-capt-SI_12807-C8LHHANXX	52067944	31370731
MO_1560-capt-SI_12520-H3YJGADXX	37549424	22362675
MO_1561-capt-SI_12521-H3YJFADXX	50322717	36850001
MO_1564-capt-SI_12747-H3YH5ADXX	53018762	32681336
MO_1566-capt-SI_12711-H3Y7WADXX	50531726	26404824
MO_1567-capt-SI_12799-C8LHHANXX	68629713	44497384
MO_1568-capt-SI_12712-H3Y7WADXX	51964462	27139068
MO_1569-capt-SI_12713-H3Y7WADXX	48057417	26530459
MO_1570-capt-SI_12800-C8LHHANXX	57324697	39351294
MO_1571-capt-SI_12801-C8LHHANXX	62727667	34257772
MO_1572-capt-SI_12837-H5HCGADXX	54736569	32613346
MO_1574-capt-SI_12838-H3VL7ADXX	52327784	29377930
MO_1575-capt-SI_12886-H3VL7ADXX	55592266	34723709
MO_1576-capt-SI_12918-H5NJNADXY	54059371	41971381
MO_1577-capt-SI_12993-H5NGVADXY	51438534	34901030
MO_1580-capt-SI_13081-H5N33ADXY	52799694	35008164
MO_1582-capt-SI_13082-H5N33ADXY	53221056	34418571
MO_1583-capt-SI_13084-C8LK8ANXX	50399394	34214176
MO_1584-capt-SI_13083-H5N33ADXY	54515709	35659965
MO_1585-capt-SI_13162-H5NFVADXY	57313273	53233719
MO_1586-capt-SI_13090-H5N5CADXY	61128470	52174070
MO_1588-capt-SI_13091-H5N5CADXY	50342869	34729667
MO_1589-capt-SI_13190-C8LJ8ANXX	59524035	38509659
MO_1590-capt-SI_13191-H5T2CADXY	51785665	33304421
MO_1592-capt-SI_13304-HL5T5BCXX	52679685	42694655
MO_1593-capt-SI_13330-C8HMRANXX	69772809	44903711
MO_1594-capt-SI_13305-C90DVANXX	64403905	56125875
MO_1597-capt-SI_13592-HMF7KBCXX	51755904	39718826
MO_1598-capt-SI_13331-HL5FCBCXX	51982450	31894492
MO_1600-capt-SI_13419-HL2MMBCXX	56823878	44296730
MO_1602-capt-SI_13464-HM55GBCXX	51491650	36071030
MO_1603-capt-SI_13465-HM55GBCXX	54905270	36975078
MO_1605-capt-SI_13640-HTMLKBCXX	50498081	37307552
MO_1606-capt-SI_13544-HMF72BCXX	50766724	38479229
MO_1607-capt-SI_13641-HTMLKBCXX	59007456	43515802
MO_1608-capt-SI_13734-C902CANXX	65040059	51585124
MO_1609-capt-SI_13632-C8WDNANXX	70328975	57993681
MO_1610-capt-SI_13735-HTM5HBCXX	53297840	39931681
MO_1611-capt-SI_13769-HTGKKBCXX	47621985	31340330
MO_1613-capt-SI_13832-HTH3CBCXX	87351783	66572456
MO_1615-capt-SI_13841-HTMLHBCXX	54545339	43673722
MO_1616-capt-SI_13833-HTMFWBCXX	54927481	43795986
MO_1617-capt-SI_13834-C92F3ANXX	65680409	52515302
MO_1621-capt-SI_13932-HVK77BCXX	46859177	35241344
MO_1626-capt-SI_14078-HVHMNBCXX	61315396	46420788
MO_1628-capt-SI_14127-HVHKTBCXX	46147276	36172863
MO_1629-capt-SI_15213-C9NVLANXX	56970386	33466484
MO_1630-capt-SI_14128-HVHKTBCXX	44513564	34793183
MO_1631-capt-SI_14129-HVHMWBCXX	52794072	46721249
MO_1633-capt-SI_14165-HVK3YBCXX	36540307	28774755
MO_1634-capt-SI_14369-HYJKTBCXX	50565553	35130684
MO_1635-capt-SI_14370-C9EFTANXX	67857233	48687009
MO_1637-capt-SI_14310-C9EFTANXX	67737551	59034034
MO_1638-capt-SI_14311-HVKKJBCXX	49817679	42960639
MO_1639-capt-SI_14371-HNG3MBCXX	47784951	32925372
MO_1640-capt-SI_14372-HNG3MBCXX	51793280	34038085
MO_1642-capt-SI_14422-HYH57BCXX	46609629	34749742
MO_1643-capt-SI_14373-C9EFTANXX	58567300	46143828
MO_1644-capt-SI_14374-C9EFTANXX	75417752	63572990
MO_1646-capt-SI_14423-HYGTTBCXX	47335937	34626984
MO_1647-capt-SI_14424-C9EAFANXX	50195405	38325238
MO_1648-capt-SI_14378-HYJ7MBCXX	50077135	37908428
MO_1649-capt-SI_14425-C9EAFANXX	47761924	34978977
MO_1651-capt-SI_14427-HYGTTBCXX	50196876	43086709
MO_1652-capt-SI_14531-HYGVGBCXX	49219840	34233102
MO_1652-capt-SI_14531-HYH55BCXX	28369242	14546683
MO_1654-capt-SI_14457-HYGWKBCXX	58586376	38190576
MO_1655-capt-SI_14539-C9EAFANXX	70563862	54229065
MO_1657-capt-SI_14533-HYG2FBCXX	50839976	35132879
MO_1657-capt-SI_14533-HYM52BCXX	36340756	19336094
MO_1658-capt-SI_14479-HYH7TBCXX	80182785	62246411
MO_1661-capt-SI_14540-C9EAFANXX	67242621	33522795
MO_1662-capt-SI_14535-C9EAFANXX	70552034	60192768
MO_1663-capt-SI_14593-HYGLNBCXX	47192152	26576990
MO_1664-capt-SI_14594-C9EAFANXX	63924154	45305571
MO_1666-capt-SI_14738-H2VCNBCXY	56100536	39146815
MO_1667-capt-SI_15214-H3WLMBCXY	41883467	28251778
MO_1668-capt-SI_14595-HYGLNBCXX	55534109	24068946
MO_1670-capt-SI_14619-C9ENRANXX	66773058	47702436
MO_1671-capt-SI_14620-HYH5KBCXX	51819579	19654805
MO_1672-capt-SI_14637-C9ENRANXX	63029523	43602424
MO_1673-capt-SI_14638-HYM3HBCXX	48472514	34626618
MO_1674-capt-SI_14677-C9ENRANXX	62286392	42531540
MO_1675-capt-SI_14678-C9ENRANXX	67069381	48429575
MO_1676-capt-SI_14874-H2WKVBCXY	45440683	31114523
MO_1677-capt-SI_14736-H2VNJBCXY	51555919	43575860
MO_1678-capt-SI_14739-C9NV6ANXX	59734670	42346656
MO_1679-capt-SI_15087-C9ENVANXX	66548688	47712155
MO_1682-capt-SI_15215-H3WLMBCXY	42859043	31138411
MO_1684-capt-SI_14875-H2WH5BCXY	46949487	32906770
MO_1689-capt-SI_14877-H2WH5BCXY	49669862	32473679
MO_1690-capt-SI_14934-H32V7BCXY	48557822	42645938
MO_1691-capt-SI_14931-H2WFNBCXY	51093910	36532042
MO_1692-capt-SI_14980-H372YBCXY	53235492	32530714
MO_1693-capt-SI_14941-H2VMNBCXY	53416166	34470384
MO_1694-capt-SI_15546-HF72GBCXY	66278269	63530808
MO_1695-capt-SI_15216-H3Y5KBCXY	50874501	35708583
MO_1698-capt-SI_15218-H3Y5FBCXY	45516971	33985822
MO_1699-capt-SI_15355-H3Y7LBCXY	51704729	34028442
MO_1700-capt-SI_15108-H57J7BCXY	44636669	31148761
MO_1703-capt-SI_15109-H57J7BCXY	42901235	28487207
MO_1704-capt-SI_15065-H52LFBCXY	51195980	32994002
MO_1705-capt-SI_17351-CATG2ANXX	51087443	46184851
MO_1706-capt-SI_15066-C9DRNANXX	60710522	38325950
MO_1707-capt-SI_15031-H3VMLBCXY	52014398	25734825
MO_1708-capt-SI_15032-C9DRNANXX	60053300	44166818
MO_1709-capt-SI_15219-H3WLMBCXY	41661431	31598710
MO_1713-capt-SI_15220-H3Y5JBCXY	50351908	41429529
MO_1716-capt-SI_15200-H5CFHBCXY	55335713	37426874
MO_1719-capt-SI_15226-C9NVLANXX	61801836	49457049
MO_1720-capt-SI_15221-H3Y5FBCXY	47097588	38979176
MO_1723-capt-SI_15222-H3Y5FBCXY	47746018	35050231
MO_1724-capt-SI_15392-C9P1VANXX	65079638	46858088
MO_1726-capt-SI_15356-C9P1VANXX	74682089	55234414
MO_1727-capt-SI_15305-H3YHGBCXY	48594981	33457704
MO_1728-capt-SI_15306-H3V5TBCXY	42211284	26343247
MO_1730-capt-SI_15357-C9P1VANXX	69431042	54289823
MO_1731-capt-SI_15358-C9P1VANXX	67163162	58361172
MO_1732-capt-SI_15359-H3VMGBCXY	45974644	38209913
MO_1734-capt-SI_15393-H57LWBCXY	49814719	34935494
MO_1737-capt-SI_20810-CC1WGANXX	59279635	56541504
MO_1739-capt-SI_15477-H3Y52BCXY	51849879	36448223
MO_1742-capt-SI_15734-CA5HJANXX	59536725	55790039
MO_1745-capt-SI_15736-CA5HJANXX	60888912	54715145
MO_1747-capt-SI_15735-CA5HJANXX	70521672	63171986
MO_1749-capt-SI_15801-CA3TJANXX	49798096	45970401
MO_1752-capt-SI_15817-CA300ANXX	74072912	67986765
MO_1757-capt-SI_15857-CA5GKANXX	55284626	52206369
MO_1759-capt-SI_15821-CA300ANXX	53017677	48741137
MO_1760-capt-SI_15820-CA300ANXX	53713274	49547620
MO_1761-capt-SI_15861-CA5GKANXX	54288392	50662430
MO_1765-capt-SI_15818-CA300ANXX	64174993	60328490
MO_1767-capt-SI_15814-CA300ANXX	56350831	52372986
MO_1768-capt-SI_15921-CA5GKANXX	54137977	51619258
MO_1769-capt-SI_15925-CA1MRANXX	56591083	52507580
MO_1772-capt-SI_16003-CA1MRANXX	57474224	54620758
MO_1774-capt-SI_16005-CA1MRANXX	49304865	37030216
MO_1778-capt-SI_16006-HGMWCBCXY	53892521	51613438
MO_1780-capt-SI_15922-CA1MRANXX	57045773	54102706
MO_1782-capt-SI_15949-CA1MRANXX	68981333	64447978
MO_1783-capt-SI_16307-HGYVGBCXY	56365562	53386203
MO_1785-capt-SI_16083-CAK8JANXX	49839954	47349843
MO_1786-capt-SI_16084-CAK8JANXX	48950722	36378913
MO_1788-capt-SI_16061-CAK8GANXX	49090330	46704658
MO_1789-capt-SI_16085-CAK8JANXX	53623348	51044089
MO_1790-capt-SI_16086-HGWFYBCXY	48098071	45761768
MO_1793-capt-SI_16087-HGWFYBCXY	51146847	48815846
MO_1794-capt-SI_16217-HGWK5BCXY	51257114	48545522
MO_1803-capt-SI_16220-HGY3JBCXY	43652832	41722733
MO_1804-capt-SI_16419-CAL4AANXX	54389795	52232081
MO_1805-capt-SI_16443-HHK22BCXY	54149717	51835298
MO_1809-capt-SI_16382-HHGF3BCXY	55087660	52233587
MO_1810-capt-SI_16560-HJMH5BCXY	55722541	52921978
MO_1811-capt-SI_16420-CAL4AANXX	56366015	53998412
MO_1812-capt-SI_16421-CAL4AANXX	53927746	51467551
MO_1814-capt-SI_16609-CATM4ANXX	52042260	49575789
MO_1816-capt-SI_16611-HJLLHBCXY	62984346	59285770
MO_1819-capt-SI_16610-HJLLHBCXY	55567897	52817003
MO_1823-capt-SI_16641-HJMJKBCXY	53614657	49933089
MO_1824-capt-SI_16693-HJMVLBCXY	44881105	43119621
MO_1825-capt-SI_16951-HJLVYBCXY	53341583	50518847
MO_1826-capt-SI_16639-CATM4ANXX	49338077	43927087
MO_1827-capt-SI_16944-HJLVYBCXY	54078174	49354139
MO_1830-capt-SI_17118-CB01LANXX	43970575	32283009
MO_1831-capt-SI_16689-HJMNCBCXY	53604691	51039568
MO_1834-capt-SI_16740-CAVKAANXX	71840039	67293170
MO_1839-capt-SI_16757-CAU1YANXX	52284056	49392719
MO_1843-capt-SI_16875-HJMLNBCXY	48729291	46293073
MO_1845-capt-SI_17225-HLWTMBCXY	55299750	52408845
MO_1846-capt-SI_16988-HJMNHBCXY	54713945	52272589
MO_1847-capt-SI_16989-HJMNHBCXY	52791195	49811471
MO_1849-capt-SI_17073-CB02EANXX	51574865	49368866
MO_1850-capt-SI_16990-CB02EANXX	42375865	40198470
MO_1851-capt-SI_17027-HJLNMBCXY	55770516	52651358
MO_1854-capt-SI_17119-CB01LANXX	48269761	43786442
MO_1857-capt-SI_17074-CB02EANXX	48281912	45552225
MO_1858-capt-SI_17182-CB01LANXX	42505647	40533351
MO_1859-capt-SI_17028-HJNFHBCXY	53536046	49743620
MO_1863-capt-SI_17196-HLWMMBCXY	53272358	49836859
MO_1866-capt-SI_17211-HLLNGBCXY	54264933	51410228
MO_1867-capt-SI_17226-HLWTMBCXY	49263127	46873863
MO_1868-capt-SI_17347-CATG2ANXX	49753504	47154131
MO_1869-capt-SI_17533-HLYTKBCXY	67546983	63651253
MO_1871-capt-SI_17212-CB01UANXX	47763560	44921031
MO_1873-capt-SI_17505-HLWVGBCXY	47533407	45114522
MO_1875-capt-SI_17414-HLWW7BCXY	56070382	52924363
MO_1876-capt-SI_17506-HLWLKBCXY	56795469	53798692
MO_1877-capt-SI_17350-CATG2ANXX	42704334	40163955
MO_1878-capt-SI_17415-HLWWNBCXY	59074920	55926824
MO_1879-capt-SI_19838-CBWYAANXX	51908872	48872647
MO_1880-capt-SI_17416-HLWLTBCXY	54086029	51571597
MO_1881-capt-SI_17456-HLWM2BCXY	53517107	51067963
MO_1883-capt-SI_17417-CAYW8ANXX	42459439	30604407
MO_1886-capt-SI_19265-CBTA7ANXX	50557622	48358561
MO_1891-capt-SI_17559-CAUU8ANXX	47463454	45592003
MO_1892-capt-SI_17507-HLWLKBCXY	54924971	51403094
MO_1893-capt-SI_17698-HN2LTBCXY	57558226	53825788
MO_1894-capt-SI_17554-CAUU8ANXX	46781371	44778705
MO_1896-capt-SI_21543-HHMTVBCX2	61073985	59309839
MO_1897-capt-SI_17558-HLYVHBCXY	60840049	57803819
MO_1899-capt-SI_17560-CAUU8ANXX	49352987	47394533
MO_1900-capt-SI_17561-CAUU8ANXX	51318865	48797743
MO_1901-capt-SI_17555-CAUU8ANXX	43403459	32691269
MO_1902-capt-SI_17656-HMWMCBCXY	54277191	51433377
MO_1905-capt-SI_17662-HMYFFBCXY	55902182	55182940
MO_1909-capt-SI_17819-CAUEHANXX	57390131	54486229
MO_1912-capt-SI_17661-HMYFFBCXY	55557343	52471775
MO_1913-capt-SI_17820-HMVGHBCXY	51571316	47567366
MO_1914-capt-SI_17907-HMCMTBCXY	51380467	48748544
MO_1915-capt-SI_17821-HMGCMBCXY	23260626	16452474
MO_1915-capt-SI_17821-HMVJNBCXY	54001152	37605728
MO_1916-capt-SI_17901-HMCMTBCXY	55047955	51740196
MO_1919-capt-SI_17822-HMCMLBCXY	83978381	77236866
MO_1921-capt-SI_17961-HMVNLBCXY	48392610	45854135
MO_1923-capt-SI_17962-HMVNLBCXY	46968792	44814363
MO_1924-capt-SI_18083-HMTCWBCXY	57026638	54473631
MO_1925-capt-SI_18340-HTVHMBCXY	58615958	55731310
MO_1927-capt-SI_17963-HMVNTBCXY	44574999	42315165
MO_1931-capt-SI_17906-HMVJNBCXY	51977413	48310261
MO_1932-capt-SI_18074-HMTJMBCXY	52160285	49723909
MO_1935-capt-SI_17965-HMVTCBCXY	46084776	44124996
MO_1936-capt-SI_17966-HMV57BCXY	40945611	39358237
MO_1938-capt-SI_18047-HMVWWBCXY	53209822	50722920
MO_1939-capt-SI_17995-CAUEHANXX	61934392	59342962
MO_1941-capt-SI_17996-CAUEHANXX	53697405	51229866
MO_1944-capt-SI_18220-HTW3GBCXY	51493922	49104009
MO_1945-capt-SI_18341-HTVHMBCXY	58022146	54426941
MO_1953-capt-SI_18304-HTVYJBCXY	52760203	49723447
MO_1954-capt-SI_18229-HTWNHBCXY	54433504	44159981
MO_1957-capt-SI_18223-HTWNHBCXY	51803384	40691262
MO_1961-capt-SI_18342-CBKYRANXX	50209899	47951561
MO_1962-capt-SI_18438-HTT7LBCXY	57282386	44208540
MO_1965-capt-SI_18351-CBKYRANXX	46765733	44265447
MO_1969-capt-SI_18737-HTW3NBCXY	53189936	51567599
MO_1971-capt-SI_18498-HTWHYBCXY	52568580	49629588
MO_1973-capt-SI_18440-HTW3LBCXY	54007430	50988146
MO_1974-capt-SI_18478-HTYJ7BCXY	59611384	56857993
MO_1975-capt-SI_18626-CBFYPANXX	57613281	44278116
MO_1976-capt-SI_18558-CBGU0ANXX	69275323	65703889
MO_1977-capt-SI_18499-HTWHYBCXY	56663321	53129652
MO_1978-capt-SI_18738-CBKLTANXX	52953304	50868021
MO_1979-capt-SI_18627-HTW3WBCXY	54372515	50839982
MO_1981-capt-SI_18500-HTWHYBCXY	54431580	51011403
MO_1984-capt-SI_18666-CBFYPANXX	49467047	46222924
MO_1985-capt-SI_18559-HTT7MBCXY	46984608	45302235
MO_1991-capt-SI_18705-HTW57BCXY	64389469	61194052
MO_1992-capt-SI_18667-CBFYPANXX	54499079	52425674
MO_1995-capt-SI_18739-CBKLTANXX	48470755	46800997
MO_2002-capt-SI_18897-HVJFJBCXY	57951181	54970606
MO_2003-capt-SI_18828-HTYHLBCXY	42030488	38994110
MO_2004-capt-SI_19756-CBWYAANXX	54313278	46486281
MO_2005-capt-SI_18898-HTVFCBCXY	62856808	58939001
MO_2007-capt-SI_18932-CBKMCANXX	55453490	52905422
MO_2008-capt-SI_18974-CBKMCANXX	53273396	50088690
MO_2010-capt-SI_18900-HTVFCBCXY	57900576	55296472
MO_2012-capt-SI_19041-CBGV4ANXX	51701528	49461616
MO_2013-capt-SI_19042-CBGV4ANXX	52896756	50860831
MO_2015-capt-SI_19125-CBKM0ANXX	52782432	50206340
MO_2016-capt-SI_19259-CBTA7ANXX	49955039	47913555
MO_2017-capt-SI_19084-CBKM0ANXX	48561092	46432182
MO_2018-capt-SI_19089-HYJ5HBCXY	50792518	47990841
MO_2020-capt-SI_19090-HYJ5HBCXY	61056860	57946549
MO_2024-capt-SI_19126-CBKM0ANXX	58591608	56145884
MO_2026-capt-SI_20018-H3J5WBCX2	45305154	42890223
MO_2027-capt-SI_19182-CBTA7ANXX	60042590	56282930
MO_2032-capt-SI_19322-CBRV8ANXX	45117181	43600866
MO_2033-capt-SI_19323-CBRV8ANXX	52697582	50496326
MO_2034-capt-SI_19524-CBRVFANXX	49850591	47341007
MO_2036-capt-SI_19324-CBRV8ANXX	49445606	47401810
MO_2037-capt-SI_19605-HYJGLBCXY	51928076	50632264
MO_2038-capt-SI_19389-CBT4DANXX	44998381	42381324
MO_2046-capt-SI_19403-CBT4DANXX	51312053	49348727
MO_2047-capt-SI_19839-CBWYAANXX	53963376	50535310
MO_2048-capt-SI_19526-HYJGLBCXY	55318252	52673300
MO_2050-capt-SI_19404-HYJJHBCXY	46359183	34343993
MO_2051-capt-SI_19706-CC2M4ANXX	50557713	47069138
MO_2052-capt-SI_19707-CC2M4ANXX	51720783	48375938
MO_2054-capt-SI_19656-CBR92ANXX	55441264	52012789
MO_2057-capt-SI_19708-CC2M4ANXX	50456040	36241857
MO_2058-capt-SI_19658-CBR92ANXX	53255708	49808626
MO_2061-capt-SI_19709-CC2M4ANXX	57741010	54562971
MO_2062-capt-SI_19907-H3F2KBCX2	52531069	49866331
MO_2064-capt-SI_19661-CBR92ANXX	47636009	44724591
MO_2065-capt-SI_19844-CBWYAANXX	53545973	50842951
MO_2067-capt-SI_19840-CBWYAANXX	49933803	46683018
MO_2070-capt-SI_20615-HCN27BCX2	60490570	57082633
MO_2074-capt-SI_20821-CC1WGANXX	54326889	52618033
MO_2078-capt-SI_19910-CC2VMANXX	48269371	45627148
MO_2080-capt-SI_19911-CC2VMANXX	50116079	47789496
MO_2081-capt-SI_19842-CBWYAANXX	48504998	46562075
MO_2084-capt-SI_20440-CC5R2ANXX	47212917	45069964
MO_2085-capt-SI_20441-CC5R2ANXX	50021387	48001523
MO_2089-capt-SI_20299-H3F3KBCX2	49103970	38933319
MO_2090-capt-SI_20371-H3F5VBCX2	56318576	53173097
MO_2093-capt-SI_20372-H3CT2BCX2	55502397	53261208
MO_2096-capt-SI_20593-HCMNWBCX2	56747705	53890258
MO_2100-capt-SI_20442-CC5R2ANXX	54139463	51754569
MO_2101-capt-SI_20609-HCMNYBCX2	47176056	44960170
MO_2102-capt-SI_20555-H3FC2BCX2	49927255	47685092
MO_2108-capt-SI_20671-CC2KHANXX	55651971	52872147
MO_2110-capt-SI_20729-CC2KHANXX	46007780	44110089
MO_2111-capt-SI_20557-HCMNWBCX2	44523847	34625931
MO_2114-capt-SI_20672-CC2KHANXX	51746233	49649165
MO_2116-capt-SI_20875-HCMMCBCX2	59406513	55910801
MO_2118-capt-SI_20811-CC1WGANXX	52019038	49758186
MO_2120-capt-SI_20812-HCMNKBCX2	57543987	55444566
MO_2123-capt-SI_20726-CC2KHANXX	55010419	53093078
MO_2126-capt-SI_20727-CC2KHANXX	52440837	50185501
MO_2135-capt-SI_20813-CC1WGANXX	47160917	35494707
MO_2136-capt-SI_20899-HCMKTBCX2	42765942	40287972
MO_2142-capt-SI_20816-CC1WGANXX	53176787	51068192
TP_2041-capt-SI_7019-C26CMACXX	48418100	38303376
TP_2045-capt-SI_7357-C2G13ACXX	72067652	54945533
TP_2063-capt-SI_8604-C5A72ACXX	78687279	64200973
TP_2076-capt-SI_10152-C6EHCANXX	66663084	47085881
TP_2087-capt-SI_10562-C6EEUANXX	59468954	56575837
TP_2088-capt-SI_10609-C6JKTANXX	67032350	45228213
TP_2104-capt-SI_11151-C6T5LANXX	83208586	64702781
TP_2107-capt-SI_11426-HV7YWADXX	63851140	45154718
TP_2111-capt-SI_11430-HVGFHADXX	56172047	43927781
TP_2112-capt-SI_11387-C6UY8ANXX	58747830	45687949
TP_2115-capt-SI_12345-H3YGGADXX	53610939	39060141
TP_2121-capt-SI_11549-HVC2TADXX	57799195	41169361
TP_2125-capt-SI_11781-C7G8TANXX	70908624	59888417
TP_2126-capt-SI_11828-C7G5HANXX	65108167	47540384
TP_2127-capt-SI_12346-H523CADXX	63402768	55739777
TP_2128-capt-SI_11829-C7G5HANXX	74541119	47418175
TP_2132-capt-SI_11949-HVTWGADXX	63026813	51656971
TP_2133-capt-SI_12347-H523CADXX	53054404	43477408
TP_2136-capt-SI_12058-H53CHADXX	61080774	50097877
TP_2137-capt-SI_11945-HVTWGADXX	58276834	40871648
TP_2138-capt-SI_13468-HM552BCXX	57563940	39240195
TP_2140-capt-SI_12303-H523VADXX	53489265	36562419
TP_2143-capt-SI_12093-H3YVYADXX	56851068	34506351
TP_2145-capt-SI_13028-H5NCYADXY	55853449	35090437
TP_2148-capt-SI_12297-H523VADXX	57363196	36038485
TP_2150-capt-SI_12342-H523CADXX	57240128	34784559
TP_2151-capt-SI_12299-H523NADXX	49382494	35150832
TP_2153-capt-SI_13737-HTM5HBCXX	58248098	48213654
TP_2159-capt-SI_12523-H3YJGADXX	49422951	33319899
TP_2160-capt-SI_12844-H3YJWADXX	64106898	36997933
TP_2161-capt-SI_12585-H3YJTADXX	47022569	26220049
TP_2165-capt-SI_12621-H3YGWADXX	51376061	31386756
TP_2167-capt-SI_12589-H3YJTADXX	51500695	29258558
TP_2168-capt-SI_12622-H3YGWADXX	53083147	26953466
TP_2173-capt-SI_13469-HM552BCXX	50852370	35831952
TP_2174-capt-SI_13361-HL2HWBCXX	62168823	49594437
TP_2175-capt-SI_12702-H3Y7VADXX	62686605	17679657
TP_2177-capt-SI_12839-H5HCGADXX	61705197	47999880
TP_2178-capt-SI_12810-C8LHHANXX	55514354	44647460
TP_2179-capt-SI_12803-C8LHHANXX	54262502	37832594
TP_2180-capt-SI_12715-H3Y7TADXX	52391041	31895410
TP_2181-capt-SI_12804-C8LHHANXX	64517550	53109844
TP_2182-capt-SI_12745-H3YC2ADXX	50181248	28155973
TP_2183-capt-SI_12805-C8LHHANXX	57909830	38206074
TP_2185-capt-SI_12806-C8LHHANXX	58636613	34523949
TP_2186-capt-SI_12840-H3YJWADXX	46440022	28978304
TP_2190-capt-SI_13501-HM57HBCXX	103428332	71218055
TP_2191-capt-SI_12995-H5N35ADXY	47747549	33922037
TP_2192-capt-SI_12892-H2NKYADXY	53431622	36565665
TP_2193-capt-SI_13593-HMF7KBCXX	48776965	37242158
TP_2194-capt-SI_13030-C8LK8ANXX	61803434	37534007
TP_2196-capt-SI_12996-C8LK3ANXX	63188612	46127823
TP_2197-capt-SI_13194-H3L53ADXY	51014572	35405114
TP_2199-capt-SI_13092-H5NGYADXY	51997207	35693998
TP_2200-capt-SI_13087-C8LK8ANXX	67149093	47517132
TP_2202-capt-SI_13192-H5T2CADXY	62716344	43955333
TP_2204-capt-SI_13245-C90DVANXX	82079275	51130669
TP_2205-capt-SI_13246-H3LFFADXY	66467927	49069710
TP_2210-capt-SI_14036-HVK5GBCXX	55941385	46062101
TP_2211-capt-SI_13334-HL5FCBCXX	64944849	44395755
TP_2213-capt-SI_13642-HTMLKBCXX	50656404	39569810
TP_2215-capt-SI_13471-HM55VBCXX	56621920	48443599
TP_2217-capt-SI_13891-HTKJ3BCXX	54033114	46654920
TP_2218-capt-SI_13473-HM57HBCXX	50192126	37616640
TP_2220-capt-SI_13594-HMF7KBCXX	47685029	40442166
TP_2221-capt-SI_13731-HTH2NBCXX	53098011	38771413
TP_2222-capt-SI_13595-HNJGTBCXX	48855440	33248209
TP_2225-capt-SI_13643-HTMKGBCXX	51594866	41118327
TP_2227-capt-SI_13736-HTH2NBCXX	53022480	43430345
TP_2230-capt-SI_13772-HTGKKBCXX	55038334	39536459
TP_2231-capt-SI_13985-HVK57BCXX	52401519	19371010
TP_2232-capt-SI_13844-HTMLHBCXX	79513122	64413233
TP_2235-capt-SI_13843-C8WDBANXX	78845007	60266937
TP_2237-capt-SI_13924-HVKMMBCXX	50330930	30295137
TP_2239-capt-SI_13934-HVK77BCXX	53281904	39309529
TP_2240-capt-SI_14166-HVK3YBCXX	43990735	36929864
TP_2242-capt-SI_14081-HVKJ3BCXX	53803530	43716015
TP_2244-capt-SI_14167-HVHMWBCXX	42142289	30839641
TP_2246-capt-SI_14353-HYJ7KBCXX	46818397	34614476
TP_2247-capt-SI_14130-HVHMNBCXX	52996532	47591144
TP_2248-capt-SI_14259-HVK7GBCXX	54948643	47387767
TP_2249-capt-SI_15823-CA300ANXX	59139313	54155549
TP_2251-capt-SI_14261-HVKKJBCXX	53625755	42766287
TP_2252-capt-SI_14376-HYJ7MBCXX	47560620	33524142
TP_2253-capt-SI_14354-HYGTTBCXX	55651101	47975994
TP_2254-capt-SI_14878-H2WKMBCXY	40646652	28075865
TP_2257-capt-SI_14624-HYH5KBCXX	52583988	35960688
TP_2259-capt-SI_14625-HYH5FBCXX	60647990	49231750
TP_2263-capt-SI_14737-H2VNJBCXY	54918563	43228080
TP_2264-capt-SI_14833-H2WG7BCXY	57318503	46094456
TP_2265-capt-SI_14641-HYM3HBCXX	56260996	50947879
TP_2266-capt-SI_15092-H5CCGBCXY	61464410	49468522
TP_2267-capt-SI_14740-H2VM7BCXY	54294238	37927618
TP_2273-capt-SI_15400-H3Y3YBCXY	65132039	51621252
